nama,reviews,rating
andi zul saktriady kaharuddin,Nyaman dan pelayanan ramah,5 bintang
Rusli Cully,Enak dan ramah pelayanan nya,5 bintang
Amanda Permata Sari,Tempat andalan keluarga & teman kantor,5 bintang
ardinata mo,tempatnya nyaman dan lega,5 bintang
Dra Marfida,AC nya kurang dingin,1 bintang
Lia Haris,Ok mantap,5 bintang
tata culunz,rekomen banget tempatnya,5 bintang
Asmi Ant,Enak dan t4 bagus,5 bintang
riris bagus,Nyaman dan makanannya enak,5 bintang
Irwan Anwar,"Semua ok, makanan ok",5 bintang
Ayu Anggraini,Woww enak,5 bintang
001_ Mario Gabriel,Untuk coffeenya agak terlalu pahit,5 bintang
evita paul,Tambahin cehese cake dong,5 bintang
yusthreesyah nm,"service nya bagus, makanannya enak 💯💯💯💯💯💯💯💯💯 …",5 bintang
Indra Budi,Pelayanan oke,4 bintang
aqillah fadhia,tempatnyaaa estetic dan nyaman,5 bintang
Risma Wati,Nyaman dan ramah,5 bintang
sri widya ningsih,Enaakkk apalagi saladnya,5 bintang
Florentina Koeswanti,Enak dan nyaman,5 bintang
Andi Nina,perbanyak diskon,5 bintang
yusthreesyah nm,"service nya bagus, makanannya enak 💯💯💯💯💯💯💯💯💯",5 bintang
Wira Ispriadi,Keren smoking roomnya,5 bintang
An war,Bagus buat nongki2,5 bintang
Vhayola Grafila Lulunbara,😻😻👍🏼 …,5 bintang
Nay a,Enakkkk dan cozy tempatnya,4 bintang
Ria F. Kastian,"Makanan : ⭐️⭐️⭐️⭐️⭐️🤩
Konsep cafe: ⭐️⭐️⭐️⭐️⭐️🤩
Staf : ⭐️⭐️⭐️⭐️⭐️🤩
Kebersihan: ⭐️⭐️⭐️⭐️⭐️🤩🤩 …",5 bintang
Anita 23,Enak enak,5 bintang
Widiyastuty Tahir,Asyikk utk nongky,5 bintang
Sevenscake,Tempat ternyaman ❤️,5 bintang
Andi shantalia Chaerunnisa,👍🏻 …,5 bintang
Gabriella Mega Lulun Bara,👍🏻 …,5 bintang
Vhayola Grafila Lulunbara,😻😻👍🏼,5 bintang
Ria F. Kastian,"Makanan : ⭐️⭐️⭐️⭐️⭐️🤩
Konsep cafe: ⭐️⭐️⭐️⭐️⭐️🤩
Staf : ⭐️⭐️⭐️⭐️⭐️🤩
Kebersihan: ⭐️⭐️⭐️⭐️⭐️🤩🤩",5 bintang
Andi shantalia Chaerunnisa,👍🏻,5 bintang
Gabriella Mega Lulun Bara,👍🏻,5 bintang
Evelyn Yauri,Berasa makan mewah 🥰 …,5 bintang
Asri,Makanan Lama. pelayanan Lama......,1 bintang
An Nisa Muthiah Hakim,Baguss skliii,5 bintang
Mediana Adrianne,Cocok untuk duduk2 bersantai,5 bintang
Jessica Djaja,Mantap bgt,5 bintang
Haji Akil,Salah satu t4 Favorit Kami,5 bintang
Jogier 2000,Biasa aja,3 bintang
Patirah Patirah,Pelayanqm terbaik !!,5 bintang
alyahuznulf 11,enakk bangettt bintang 5,5 bintang
Ghaisani Fathiyah,Memuaskan,5 bintang
Evelyn Yauri,Berasa makan mewah 🥰,5 bintang
bachrul_nur onto,Mantap mentong tawwa,5 bintang
Arinza Zafran,pastanya enak,5 bintang
Tika Rahman,Enak dan cozy,5 bintang
Uswatun Hasanah S,Semuanya ada bagusssss..,5 bintang
Arika Basiqah,Mushollah panas,5 bintang
Vicko Lengkey,Enak semua,5 bintang
Yustin Ricky Wijaya,Ruangan kurang dingin,4 bintang
Amanda Pramita,tempat nyaman,5 bintang
Cindy Tan,Enakkk 🤩 …,5 bintang
Augenie V Clairine Goldwin,Menarikkkkk,4 bintang
Anything TM,T4nya keren,5 bintang
The Sisters Triple A,Titiknya salah,2 bintang
jon low,Cafe instagram banget,5 bintang
Juragan Coto,Tempat andalan dengan keluarga,5 bintang
Manno Manni,👍 …,5 bintang
destari trie astuti,makaanan enak,5 bintang
lustiawati lustiawati,Agak panas,5 bintang
Muji Prasetyo Widodo,👍👍 …,5 bintang
Mochammed Rafsanjani,Alamat dimana? Titiknya dimana? 🥴🥴 …,3 bintang
Elva Maharani paotonan,Enak,5 bintang
Chairil Akbar,Mantap,5 bintang
Nurman chb,Nyaman,5 bintang
Ichwana Hikma,Mantappp,5 bintang
Dhipo,Enakkkkk,5 bintang
marlindamifta madeali,Enak,5 bintang
Sukri Muhammad,Tempat ini tidak ada duanya,5 bintang
Lien Lao,Mantapppp,5 bintang
Nelly Akil,Mantap,5 bintang
Karen 17,Tempat yang bagus,4 bintang
ellu ellu,Mantap,5 bintang
riska audina,Nyaman,5 bintang
Michael Ruslim,enak,5 bintang
chelo claudya,Nyaman,5 bintang
WILLIAM LIEM,Mantap,5 bintang
Abd Muthalib,Oke,5 bintang
Michelle Ruslim,Bagus,5 bintang
aswandi ramli,Mantap,5 bintang
Irwan Ryski,Juara,5 bintang
daffa basry,Keren,5 bintang
anonim tampan,Lumayan,5 bintang
Rifqi Riadhi,Enak,5 bintang
dhayat ina,Bagus,5 bintang
M.Ridwan Anwar,Lumayan,4 bintang
Wirahady Chandana,Resto Andalang,5 bintang
Ling Ling,,5 bintang
Nur Riska,"Servernya ramah,makanannya enak-enak.
Next bakalan datang lagi ke goodfields👍 …",5 bintang
atika,"apa ini org sdh reservasi, pas lagi bayar dp dan sudah kirim bukti tf (7 menitji kodong) malah dibatalkan dgn alasan sdh ada yg dp dluan, sop nya mmg bgitu kah jelek skli hrusnya dikeep dlu. pdhl sblm bayar dp sy sdh konfir “oke wait”. dan …",1 bintang
Inez Residen,"Makanan enak semua, minuman vanilla rum coffee enak bgt 🥰 vibesnya juga enak …",5 bintang
Selvi Rahmatia,"Tempat makan favorite keluarga. Semua makanannya gada yang gagal. Enak semua, kayaknya capcipcup pun sambil tutup mata bakal tetap dapat yang enak sekali. Pelayanan ramah, bintang 5. Klo kita minta foto, bakal dilayanin sampe dapat foto …",5 bintang
Perlita Stepiani,Pelayananya sangat bagusss,5 bintang
Nur Riska,"Servernya ramah,makanannya enak-enak.
Next bakalan datang lagi ke goodfields👍",5 bintang
atika,"apa ini org sdh reservasi, pas lagi bayar dp dan sudah kirim bukti tf (7 menitji kodong) malah dibatalkan dgn alasan sdh ada yg dp dluan, sop nya mmg bgitu kah jelek skli hrusnya dikeep dlu. pdhl sblm bayar dp sy sdh konfir “oke wait”. dan sy minta refund 15.05, sampe skrg 15.27 nda ada dibls chatku sama skali dafakk cptko sblm sy ksih viralko",1 bintang
Inez Residen,"Makanan enak semua, minuman vanilla rum coffee enak bgt 🥰 vibesnya juga enak",5 bintang
Selvi Rahmatia,"Tempat makan favorite keluarga. Semua makanannya gada yang gagal. Enak semua, kayaknya capcipcup pun sambil tutup mata bakal tetap dapat yang enak sekali. Pelayanan ramah, bintang 5. Klo kita minta foto, bakal dilayanin sampe dapat foto terbaik menurut kitanya.

Spotnya instagramable banget, jadi para hunting konten, this one you should considere it. Top deh. Oh iyaaa sayangnya mushollanya kurang luas, jadi agak sepesepean😭🤏",5 bintang
aliyyah tsabitha kesmas E,"makanannyaa enakk semuaa, tempatnya aesthetic, pelayanannya super ramah dan kakak”nyaa sangat membantuu dan responsif terutama saat diminta tolongi untuk foto😍🌟🌟🌟🌟 …",5 bintang
Risma Azzahra,"Semuanya bagus Hanya saja penyajian makanan sangat lamaaaa, bukber kemarin pesanan yang sama tidak bersamaan keluar, melainkan satu2. Dan hampir jam 7. Makanan belum sampe semenit tidak bisa di cansel",4 bintang
D W,"Kafe yang nyaman dan menyenangkan, kopi dan camilannya enak, dengan banyak pilihan mulai dari hidangan Barat hingga Indonesia. …",3 bintang
else sari,"Semua harga sebanding dengan makanan yang disajikan, ada hidangan khas lokal seperti soto betawi, nasi goreng rendang, dan pizza rendang. Restoran ini juga menyediakan makanan Barat dan Jepang seperti ramen, pasta, spageti, dan steak wagyu. …",5 bintang
Syelly Tuhumury,"Suasananya bagus. Tempat ini sempurna untuk nongkrong bareng teman-teman. Harganya wajar.
Saya memesan Salmon Andaliman, salmonnya kering, kulitnya tidak renyah, kuahnya …",4 bintang
Edy Milala,"Pertama kali coba resto ini.
Tempatnya luas dan saya suka banget sama konsep dan desainnya.
Pilihan menunya banyak. …",4 bintang
cindillicious,"Memulai ekspedisi gastronomi di Goodfields, yang terletak di Jalan Botolempangan yang menawan di Makassar, kami menikmati pilihan brunch mereka dengan antusias, siap untuk petualangan rasa dan tekstur. …",4 bintang
Lukas Enrico Liwandouw,"Kafe terbaik di kota untuk rapat dan nongkrong bareng teman. Banyak pilihan menu, kopi enak, hidangan lezat, dan koktail menyegarkan.",5 bintang
Anggi,"Tempat yang nyaman untuk berkumpul bersama keluarga atau teman, tersedia tempat duduk di luar ruangan, suasana yang nyaman, tidak terlalu ramai, dan pelayanan serta keramahan yang luar biasa. …",5 bintang
Alan Karyono,"Tempat yang bagus untuk makan. Suasana dan suasananya sangat bagus. Makanan dan minumannya lumayan, meskipun bukan yang berkualitas tinggi. Tapi tetap enak. Pelayanannya ramah dan baik. Tempat yang direkomendasikan!",5 bintang
aliyyah tsabitha kesmas E,"makanannyaa enakk semuaa, tempatnya aesthetic, pelayanannya super ramah dan kakak”nyaa sangat membantuu dan responsif terutama saat diminta tolongi untuk foto😍🌟🌟🌟🌟",5 bintang
D W,"Kafe yang nyaman dan menyenangkan, kopi dan camilannya enak, dengan banyak pilihan mulai dari hidangan Barat hingga Indonesia.

Stafnya ramah dan perhatian.

Sangat suka sate ikan/udangnya!

Catatan khusus: Petugas parkirnya sangat kasar.",3 bintang
else sari,"Semua harga sebanding dengan makanan yang disajikan, ada hidangan khas lokal seperti soto betawi, nasi goreng rendang, dan pizza rendang. Restoran ini juga menyediakan makanan Barat dan Jepang seperti ramen, pasta, spageti, dan steak wagyu. Suasananya sangat mewah. Di beberapa malam ada pertunjukan musik live, Anda bisa menanyakan jadwalnya kepada pelayan.",5 bintang
Syelly Tuhumury,"Suasananya bagus. Tempat ini sempurna untuk nongkrong bareng teman-teman. Harganya wajar.
Saya memesan Salmon Andaliman, salmonnya kering, kulitnya tidak renyah, kuahnya lumayan. Tapi porsinya cukup besar untuk harga yang saya bayar.
Seharusnya saya mencoba pilihan salad mereka.
Kami juga memesan 2 minuman. 1 mojito, yang lainnya minuman berwarna kebiruan. Minumannya terlihat sangat cantik, tapi menurut saya rasanya biasa saja.
Seharusnya saya memesan pilihan teh mereka karena tampaknya lebih menjanjikan daripada minuman yang terlihat cantik.
Namun, pelayanannya bagus. Pelayan pria dan wanita sangat ramah, membantu, dan bergerak cukup cepat. Saya bisa merasakan bahwa mereka benar-benar tulus dalam melayani. Jadi, pujian tinggi untuk pelayanannya.
Saya mungkin akan datang lagi karena pelayanannya.",4 bintang
Edy Milala,"Pertama kali coba resto ini.
Tempatnya luas dan saya suka banget sama konsep dan desainnya.
Pilihan menunya banyak.
Entah kenapa saya merasa musik mereka kurang nyambung dengan suasananya.",4 bintang
cindillicious,"Memulai ekspedisi gastronomi di Goodfields, yang terletak di Jalan Botolempangan yang menawan di Makassar, kami menikmati pilihan brunch mereka dengan antusias, siap untuk petualangan rasa dan tekstur.

Eksplorasi kuliner kami membawa kami ke Ham & Cheese Toast, yang ditemani Cappuccino yang lembut. Kami juga mencicipi Pasta Boscaiola, sebuah komposisi kuliner yang semakin dimeriahkan oleh Mango Smoothie yang menyegarkan. Acara bersantap ini, meskipun ditandai dengan momen-momen kejayaannya, menawarkan perpaduan rasa yang memicu beragam reaksi.

Meskipun kualitas roti panggangnya masih perlu ditingkatkan, perpaduan ham dan keju yang harmonis memang berkontribusi pada daya tarik keseluruhan, meskipun belum mencapai puncak kecemerlangan kuliner.

Cappuccino-nya, meskipun bukan sesuatu yang istimewa, memenuhi harapan, menghadirkan kenyamanan yang familiar.

Namun, bintang sesungguhnya dari ansambel kuliner ini adalah Pasta Boscaiola, yang memancarkan simfoni rasa yang harmonis. Saus keju creamy yang kaya jamur menjadi sorotan utama, menyelimuti lidah dalam tarian cita rasa yang mewah, memberikan pengalaman yang kaya dan memanjakan yang sungguh memuaskan.

Beralih ke hidangan berikutnya, Ayam Asam Manis kesulitan menemukan kecocokan yang tepat dengan lidah saya. Dominasi saus gochujang mengganggu keseimbangan, menjauh dari harmoni rasa ideal saya. Ikan Asam Manis menyajikan pengalaman yang lebih nikmat, dengan ikannya yang empuk dan saus yang cukup seimbang, meskipun teman saya merasa rasanya kurang mendalam, dan terasa agak hambar.

Fish 'n' Chips-nya memenuhi standar, menawarkan hidangan yang familiar tanpa sentuhan istimewa. Pizza-nya, meskipun cukup diterima, tidak berhasil mengungguli pengalaman sebelumnya di tempat lain. Sausnya memang mumpuni, dan tambahan hotdognya lumayan, namun gagal membangkitkan semangat kuliner.

Intinya, Goodfields memang tempat yang patut diacungi jempol untuk berkumpul bersama teman-teman, menciptakan suasana yang mendukung relaksasi dan keakraban. Namun, kesimpulannya sudah bulat: meskipun tempat ini mungkin layak untuk nongkrong, saya sepertinya tidak akan kembali hanya untuk menikmati kulinernya.",4 bintang
Anggi,"Tempat yang nyaman untuk berkumpul bersama keluarga atau teman, tersedia tempat duduk di luar ruangan, suasana yang nyaman, tidak terlalu ramai, dan pelayanan serta keramahan yang luar biasa.

Banyak pilihan makanan dan minuman. Mulai dari salad, pizza, pasta, steak, mi dan nasi khas Asia. Favorit saya adalah Goodfield Iced Coffee, Vanilla Rum Coffee, Pasta dengan Salmon, dan Salad Meksiko.",5 bintang
Henny Okem,"Rasanya spektakuler, saya suka banyaknya variasi makanan dan minuman di menu, makanan yang saya makan sungguh luar biasa, dengan bumbu yang pas. Selain itu, suasananya sangat nyaman dengan banyak pilihan lagu yang diputar sebagai latar. 10/10, sangat direkomendasikan!",5 bintang
Linda Lion,Makanannya enak dan pelayanannya bagus. Terima kasih.,5 bintang
The Duchess of Culinary,"Goodfields adalah kafe yang nyaman, estetis, dan modern dengan ruangan yang luas. Cocok untuk mengajak keluarga, pasangan, atau teman-teman ke sini, terutama untuk nongkrong. Mereka menyediakan beragam makanan Asia dan Barat. …",5 bintang
Din Day,"Makanannya enak sekali. Tapi kalau porsinya besar, mungkin kamu perlu pesan lagi.
Saya suka karena porsinya kecil. …",4 bintang
Anastasia Sundah,Tempat yang nyaman untuk dikunjungi. Anda bisa mencicipi makanan lezat dan menghabiskan waktu berkualitas bersama orang terkasih.,5 bintang
H S,Saya memesan makanan dari restoran Anda dan harus menunggu hampir satu jam. Makanannya juga tidak enak. Saya sangat kecewa. Saya harap Anda dapat meningkatkan layanan dan kualitasnya.,1 bintang
Jo_and_My,"Suasana yang bagus, tempat yang nyaman
Suka banget",5 bintang
Jessica Mallian,Banyak pilihan vegetarian. Suka suasananya dan stafnya ramah.,5 bintang
Arham Rezkiawan,"Makanannya enak, tapi pelayanannya sangat lambat — kami harus menunggu hampir satu jam hanya untuk nasi goreng. Terlebih lagi, makanannya disajikan dingin.",3 bintang
Marselinus Susanto Kabanga,Tempat yang nyaman dan menyenangkan untuk makan siang. Harganya masih terjangkau dan masuk akal. Semoga kami bisa berkunjung lagi lain kali.,5 bintang
The Duchess of Culinary,"Goodfields adalah kafe yang nyaman, estetis, dan modern dengan ruangan yang luas. Cocok untuk mengajak keluarga, pasangan, atau teman-teman ke sini, terutama untuk nongkrong. Mereka menyediakan beragam makanan Asia dan Barat.

Berikut yang kami coba:

Diavolo Pizza
8 potong pizza tipis dengan salami daging sapi, mozzarella, cabai paprika, bawang bombai, dan saus tomat.

Smoked Salmon Stack
Menu baru di Goodfields sejak September 2023. Roti panggang dengan salmon, alpukat, mayones, telur benedict, kentang goreng pom pom, dan salad.

Pasta Boscaiola
Spaghetti dengan jamur, ham daging sapi, roti bawang putih dalam saus keju creamy.
Yang ini enak sekali! Direkomendasikan! 🥰

Mango Berry
Minuman menyegarkan dengan kombinasi jus mangga, yogurt, dan jus stroberi. Rasanya tidak asam, dan juga tidak terlalu manis.
Direkomendasikan!",5 bintang
Din Day,"Makanannya enak sekali. Tapi kalau porsinya besar, mungkin kamu perlu pesan lagi.
Saya suka karena porsinya kecil.
Tidak cocok untuk bekerja karena tempatnya cukup berisik.",4 bintang
yahya mosavi,"Restoran ini punya makanan yang benar-benar enak, aku sangat menyukainya🌹🥰 …",5 bintang
Fatimah Sonda,Kualitas makanan tinggi...tempat yang nyaman dan berkesan,5 bintang
Sabli,Kami puas dari semua aspek. Terima kasih Goodfields ❤️🫶 …,5 bintang
Note 9,"Tempatnya nyaman dengan suasana yang nyaman dan interior yang menarik, Instagramable. Minumannya enak, bintang empat karena saladnya agak lembek, tidak seenak yang difoto di menu.",4 bintang
Nurul Husna Al-fayanah,Semuanya baik-baik saja 😂❤️✅ …,5 bintang
nau ignusia,"Makanannya enak, selalu memberikan yang terbaik 🧏🏻‍♀️🧏🏻‍♀️ …",5 bintang
Hans Nico,"Kafe keren dan estetik lainnya di Makassar
Tempat yang asyik untuk nongkrong bareng teman atau keluarga",5 bintang
nurul fathiyah,"Tempat terbaik untuk kapan saja...
Makanan & suasananya luar biasa.
Meskipun ramai, Anda tetap punya waktu sendiri.",5 bintang
Tika Gustia,"Tempat nyaman untuk makan siang, nongkrong & mengerjakan pekerjaan,
suasana bagus,
makanan lezat",5 bintang
Michelle Stevany Sayogo,Pelayanan sangat baik. Terbaik.,5 bintang
yahya mosavi,"Restoran ini punya makanan yang benar-benar enak, aku sangat menyukainya🌹🥰",5 bintang
Sabli,Kami puas dari semua aspek. Terima kasih Goodfields ❤️🫶,5 bintang
Nurul Husna Al-fayanah,Semuanya baik-baik saja 😂❤️✅,5 bintang
nau ignusia,"Makanannya enak, selalu memberikan yang terbaik 🧏🏻‍♀️🧏🏻‍♀️",5 bintang
Pierre Martin,"Berorientasi Barat, tetapi tidak hanya itu, makanan berkualitas baik, pilihan musik yang bagus, suasana santai, datang untuk makan siang.",5 bintang
Cipta Karwana,"Bagi para pencinta kuliner yang mencari pengalaman rasa unik dan menggugah selera, Nasi Goreng Cumi Hitam dan Lidah Cabai Hijau wajib dicoba. Keduanya menawarkan kombinasi rasa yang tak hanya memanjakan lidah, tetapi juga memberikan petualangan bersantap yang luar biasa.",5 bintang
Kurniawati D,"Tempatnya bagus dan nyaman, tidak terlalu besar atau terlalu kecil. Cocok untuk rombongan maupun pribadi. Mereka menjual makanan Barat dan Indonesia. Untuk minuman, tersedia banyak pilihan kopi beralkohol atau non-alkohol, teh, jus, …",5 bintang
NinjaUgal,"Tersedia berbagai macam makanan, mulai dari makanan barat (pizza, spageti, steak) hingga makanan Indonesia.",5 bintang
Wendy Oei (黃壽安),"Suasana bagus, pelayanan bagus, masakan enak 👌 …",5 bintang
Mery Wijaya,Makanannya benar-benar enak! Restoran ini juga hebat karena memadukan makanan Indonesia dan Amerika! Suasananya nyaman dan pelayanannya sangat baik. Sangat direkomendasikan!,5 bintang
Hasrawati Hasan Sandiong,Segala hal tentang makanan dan minuman direkomendasikan untuk dicoba,5 bintang
Kevin Chandra,"Makanan enak, tempat yang bagus.",5 bintang
Salut,"Restoran ini menawarkan suasana yang nyaman dan Instagramable, disertai dengan pelayanan prima dari staf yang penuh perhatian. Namun, rasa makanan yang saya pesan hanya rata-rata.",3 bintang
Utami Agustianingsih,"Musik bagus, makanan enak, pelayanan bagus ❤️❤️❤️",5 bintang
Kurniawati D,"Tempatnya bagus dan nyaman, tidak terlalu besar atau terlalu kecil. Cocok untuk rombongan maupun pribadi. Mereka menjual makanan Barat dan Indonesia. Untuk minuman, tersedia banyak pilihan kopi beralkohol atau non-alkohol, teh, jus, koktail, dan banyak pilihan lainnya. Harganya tidak terlalu mahal. Kualitas makanan dan minuman sebanding dengan harganya.",5 bintang
Wendy Oei (黃壽安),"Suasana bagus, pelayanan bagus, masakan enak 👌",5 bintang
Indrio Wantah,"Kalau penyajian makanannya lebih cepat, pantas dapat bintang 5.
Tempatnya nyaman, bersih, dan strategis untuk anda dan keluarga.",4 bintang
Gracia Maelissa,"Makanannya enak sekali.

Tapi pastanya agak asin. 😂
Lokasinya juga bagus. …",5 bintang
JFJL MOM,Tempat yang bagus untuk menghabiskan waktu bersama teman dan keluarga. Saya menikmati waktu saya di sana. Terima kasih atas keramahannya!,5 bintang
Kayla Afifah,"Suasananya bagus, pelayanannya bagus, rasa makanannya enak, saya suka..",5 bintang
Diamond Baby,"Minumannya lumayan.
Makanannya lumayan.
Tempatnya luar biasa, tapi saya tidak ingin makan siang di sana.
AC-nya sepertinya tidak berfungsi, dan lalat ini terus mengganggu saya 🤣 …",3 bintang
Ardhyanto Trisetiawan,Makanan enak dengan rasa yang lezat,5 bintang
Patria Cakradeva Irsyandhi,"Makanannya lumayan, soto betawinya kurang enak. Minumannya enak.

Pelayanannya sangat baik. …",4 bintang
Fatimah Azzahra,Sangat bagus,5 bintang
Nadya R.G. Moningka,Tempat yang bagus dan makanan yang enak,5 bintang
Rob,"Lumayan, tapi tidak terlalu istimewa. Suasananya agak berisik karena ada dua kelompok yang merayakan ulang tahun anak-anak.",3 bintang
Gracia Maelissa,"Makanannya enak sekali.

Tapi pastanya agak asin. 😂
Lokasinya juga bagus.",5 bintang
Diamond Baby,"Minumannya lumayan.
Makanannya lumayan.
Tempatnya luar biasa, tapi saya tidak ingin makan siang di sana.
AC-nya sepertinya tidak berfungsi, dan lalat ini terus mengganggu saya 🤣",3 bintang
Patria Cakradeva Irsyandhi,"Makanannya lumayan, soto betawinya kurang enak. Minumannya enak.

Pelayanannya sangat baik.

Suasananya lumayan.",4 bintang
Daud Reza,👌 …,4 bintang
Lanny Simson,"Makanannya recomended, pelayanannya juga bagus banget",5 bintang
rusdy lili,"makanan dan minuman enak dengan harga terjangkau, akan kembali lagi",5 bintang
Indah K Perdana,Tempatnya nyaman banget. Harganya terjangkau dan rasanya enak.,5 bintang
Blank Boy,"Makanannya enak..
Cocok banget buat kumpul2 dengan suasana terbaik.",5 bintang
Sondra Rosalina,Semuanya bagus! Pujian untuk makanan dan pelayanannya! Sangat direkomendasikan untuk dikunjungi.,5 bintang
devy kalalo,"Kafe favorit anak saya! Ramah anak, makanannya enak, suasananya nyaman.",5 bintang
C Cand,Tempat yang nyaman untuk mengobrol santai dan menikmati hidangan lezat. Interior dan suasananya sangat bagus.,4 bintang
Bobby Reinhard,"Tempatnya nyaman, suasananya nyaman, dan menunya lengkap. Makanannya lezat.",5 bintang
rini tunggala,Tempatnya nyaman dan bagus 😍 …,5 bintang
Daud Reza,👌,4 bintang
rini tunggala,Tempatnya nyaman dan bagus 😍,5 bintang
Danny Dhaenens,Makanannya sangat enak. Pelayanannya bagus. Stafnya ramah.,4 bintang
gabriela koh,"Pelayanannya sangat baik, makanannya juga enak",5 bintang
Gregory Wintery,"Makanannya biasa saja, tidak enak.

Suasananya bagus",3 bintang
Argo SATRIA,suasana dan makanan yang bagus,5 bintang
Sharleen A. Wijaya,Tempat nongkrong yang asyik dan pelayanannya sangat baik. Stafnya sangat ramah.,5 bintang
Pesik Maria,enakkk pizzaanyaaa kids friendly😍😍🤗 …,5 bintang
Indah Burhanuddin,Bagus,5 bintang
AdieMP,Kafe dan restoran yang bagus untuk bersantai.,4 bintang
Juliet Thomas,Enak merekomendasikan,5 bintang
nilam Anisyati arwinni,Goodfield punya aura positif❣️,5 bintang
Pesik Maria,enakkk pizzaanyaaa kids friendly😍😍🤗,5 bintang
eilin agatha,"Makanan yang nyaman dan lezat, tempat yang cocok untuk nongkrong bersama orang-orang tercinta",5 bintang
CONNI NURTANI,"Semua makanannya enak, suasananya nyaman, dan stafnya ramah.",5 bintang
William Yauwry,"Suasananya bagus, tempatnya sangat nyaman.. Makanannya juga enak!!",5 bintang
VVNIM TV,"Suasana bagus, makanan dan pelayanannya juga bagus.",5 bintang
Wielliam Pratiko,Tempat yang bagus untuk makan dan cocok untuk nongkrong lama.,5 bintang
Muhammad wirsa,Good goodfields,5 bintang
A. Dea,Enak banget!!! Tempat favoritku banget 🌟🌟🌟❤️🥰 …,5 bintang
Febriane Tanumu,,5 bintang
Luthfi Kurnia 'Arifushidqi,"Suasana yang menyenangkan, cita rasa yang enak, dan lingkungan yang luar biasa.",5 bintang
widayanto widayanto,Apakah yang terbaik?,5 bintang
A. Dea,Enak banget!!! Tempat favoritku banget 🌟🌟🌟❤️🥰,5 bintang
Awan Aisyah Rahim,,5 bintang
melia oei,Suasananya bagus dan makanannya enak sekali.. wajib coba!💎💎💎 …,5 bintang
Vanessa Priscillia,Semuanya hebat! Teruskan kerja bagusnya!,5 bintang
Khuliqat Aqna,"Makanan enak, pelayanan bagus, suasana menyenangkan 👍 …",5 bintang
Andi Faradilla Hakim,,4 bintang
imam ramdeni,,4 bintang
Iyan CA,"Jika ramai, parkir akan sulit.",4 bintang
wanaa cute,Pelayanan bagus dan makanan enak🥰 …,5 bintang
Valerie Terael Dharmanatha,Makanan lezat dan suasana yang menyenangkan.,5 bintang
Nursanti Octaviana,Suasana menyenangkan dengan makanan lezat.,5 bintang
Khuliqat Aqna,"Makanan enak, pelayanan bagus, suasana menyenangkan 👍",5 bintang
wanaa cute,Pelayanan bagus dan makanan enak🥰,5 bintang
Epic nerf pros,Sejauh ini semuanya baik-baik saja......nyaman di lantai dua.,4 bintang
violita permata,sangat direkomendasikan 💯 …,5 bintang
yosua bernard,Tempat yang bagus dan luar biasa untuk makan di,5 bintang
YUNIARTO ANGGORO DJATI,Tempat yang bagus untuk makan dan minum.,5 bintang
nurrahma aria rachman,"Tempat yang bagus, makanan yang lezat.",5 bintang
Joseph Lisal,Makanan enak dan pekerja sopan.,5 bintang
Tofride Sallata,,5 bintang
Kenji Musashi,Tempat yang nyaman untuk makan.,5 bintang
teddi layjadi,"Tempat yang bagus, ramah untuk anak-anak.",5 bintang
Syafiqah Nur Fatihah,"sesuai dengan namanya, bagus👍🏻😁 …",4 bintang
violita permata,sangat direkomendasikan 💯,5 bintang
Syafiqah Nur Fatihah,"sesuai dengan namanya, bagus👍🏻😁",4 bintang
Fiska Angelina,"Suasana bagus, makanan enak.",5 bintang
Angel Thio,"Tempat yang bagus, makanan yang enak, pelayan yang ramah",5 bintang
pratama lestari,Tempat yang bagus untuk makan siang atau makan malam,5 bintang
Jessica Holiyanto,Suasana dan makanannya enak!,5 bintang
Arlin Lianda,Makanannya yang terbaik sama sekali.,5 bintang
siapa,es teh thai enak sekali,5 bintang
Lili Pop,Kamar yang nyaman,5 bintang
syd g,Suasana yang sempurna untuk makan malam yang nyaman.,5 bintang
MAC FUN,Makanan enak dan tempat nyaman 👍👍 …,5 bintang
Risda Hamsuri,,5 bintang
MAC FUN,Makanan enak dan tempat nyaman 👍👍,5 bintang
Meylisa Tjiang,"makanan, pelayanan dan suasana yang nyaman",5 bintang
Benny Ibnoe,Tempat yang bagus,5 bintang
obeth andriyanto,,3 bintang
Dwi Syamsi Caesara,"Tempat yang bagus, makanan yang enak.",5 bintang
Nia Surf life,,5 bintang
Raphael Nagorsnik,Lokasi bagus dan staf ramah.,5 bintang
trieka saputra,Suasana yang nyaman dan makanan yang enak.,5 bintang
Khairun Rahman,,5 bintang
Siska Purnamasari,Suasananya bagus. Makanannya biasa saja.,4 bintang
Madeline Tjahjadi,,5 bintang
Efi Woncharso,,5 bintang
imelda tjambolang,Soto Betawi yang direkomendasikan 👍 …,4 bintang
Dhede “gamers” Killaruna,salah satu tempat terindah di makassar,5 bintang
mulyo bucek,Pelayanan terbaik suasana nyaman,5 bintang
steve yunus,Pelayanannya adalah yang terbaik dari semuanya.,5 bintang
Fransisca Tenri,,5 bintang
Edgina Zelig,,4 bintang
Erwin,,5 bintang
annisamuliasari,Sangat bagus,5 bintang
ariyani armin,Makanan enak,5 bintang
imelda tjambolang,Soto Betawi yang direkomendasikan 👍,4 bintang
RAM TR7,Nyaman banget,5 bintang
AR. Yani,,5 bintang
